term_str,bing_positive,bing_negative,bing_sentiment,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_polarity,syu_sentiment,gi_sentiment,labmt_happiness
malicious,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5,-1.0,
maliciously,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
maliciousness,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
malign,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,,
malignant,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,
malodorous,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
maltreatment,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
manageable,1.0,0.0,1.0,,,,,,,,,,,,0.8,1.0,
maneuverable,1.0,0.0,1.0,,,,,,,,,,,,0.8,,
mangle,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5,-1.0,
mangled,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
mangles,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
mangling,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
mania,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
maniac,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,,
maniacal,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
manic,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
manipulate,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,
manipulation,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,
manipulative,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
manipulators,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
mar,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,4.84
marginal,0.0,1.0,-1.0,,,,,,,,,,,,-0.4,-1.0,4.94
marginally,0.0,1.0,-1.0,,,,,,,,,,,,-0.4,,
martyrdom,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5,,
martyrdom-seeking,0.0,1.0,-1.0,,,,,,,,,,,,,,
marvel,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.75,1.0,
marveled,1.0,0.0,1.0,,,,,,,,,,,,0.8,,
marvelled,1.0,0.0,1.0,,,,,,,,,,,,,,
marvellous,1.0,0.0,1.0,,,,,,,,,,,,,,
marvelous,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,
marvelously,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,,
marvelousness,1.0,0.0,1.0,,,,,,,,,,,,1.0,,
marvels,1.0,0.0,1.0,,,,,,,,,,,,0.5,,
mashed,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
massacre,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5,-1.0,
massacres,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
master,1.0,0.0,1.0,,,,,,,,,,,,,,5.7
masterful,1.0,0.0,1.0,,,,,,,,,,,,1.0,1.0,
masterfully,1.0,0.0,1.0,,,,,,,,,,,,1.0,,
masterpiece,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,
masterpieces,1.0,0.0,1.0,,,,,,,,,,,,0.75,,
masters,1.0,0.0,1.0,,,,,,,,,,,,0.1,,6.12
mastery,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,1.0,
matchless,1.0,0.0,1.0,,,,,,,,,,,,-0.6,1.0,
matte,0.0,1.0,-1.0,,,,,,,,,,,,,,
mature,1.0,0.0,1.0,,,,,,,,,,,,0.75,1.0,6.5
maturely,1.0,0.0,1.0,,,,,,,,,,,,1.0,,
maturity,1.0,0.0,1.0,,,,,,,,,,,,1.0,1.0,
mawkish,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
mawkishly,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
mawkishness,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
meager,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,-1.0,
meaningful,1.0,0.0,1.0,,,,,,,,,,,,0.5,1.0,
meaningless,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,-1.0,
meanness,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
measly,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
meddle,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,
meddlesome,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
mediocre,0.0,1.0,-1.0,,,,,,,,,,,,-0.75,-1.0,
mediocrity,0.0,1.0,-1.0,,,,,,,,,,,,-0.75,,
melancholy,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,-1.0,
melodramatic,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,-1.0,
melodramatically,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
meltdown,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,,
memorable,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,
menace,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.75,-1.0,
menacing,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,,
menacingly,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
mendacious,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
mendacity,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
menial,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,
merciful,1.0,0.0,1.0,,,,,,,,,,,,0.5,1.0,
mercifully,1.0,0.0,1.0,,,,,,,,,,,,0.6,,
merciless,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,
mercilessly,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
mercy,1.0,0.0,1.0,,,,,,,,,,,,1.0,1.0,6.68
merit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,6.74
meritorious,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,
merrily,1.0,0.0,1.0,,,,,,,,,,,,1.0,1.0,
merriment,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,
merriness,1.0,0.0,1.0,,,,,,,,,,,,1.0,,
merry,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,7.56
mesmerize,1.0,0.0,1.0,,,,,,,,,,,,0.4,,
mesmerized,1.0,0.0,1.0,,,,,,,,,,,,0.25,,
mesmerizes,1.0,0.0,1.0,,,,,,,,,,,,0.4,,
mesmerizing,1.0,0.0,1.0,,,,,,,,,,,,0.6,,
mesmerizingly,1.0,0.0,1.0,,,,,,,,,,,,0.6,,
mess,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.75,-1.0,3.94
messed,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,3.84
messes,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
messing,0.0,1.0,-1.0,,,,,,,,,,,,,,4.12
messy,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,,3.66
meticulous,1.0,0.0,1.0,,,,,,,,,,,,0.25,1.0,
meticulously,1.0,0.0,1.0,,,,,,,,,,,,0.25,,
midget,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
miff,0.0,1.0,-1.0,,,,,,,,,,,,,,
mightily,1.0,0.0,1.0,,,,,,,,,,,,,,
mighty,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,5.96
militancy,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
mind-blowing,1.0,0.0,1.0,,,,,,,,,,,,,,
mindless,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
mindlessly,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
miracle,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,7.64
miracles,1.0,0.0,1.0,,,,,,,,,,,,0.8,,7.44
miraculous,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,
miraculously,1.0,0.0,1.0,,,,,,,,,,,,1.0,,
miraculousness,1.0,0.0,1.0,,,,,,,,,,,,1.0,,
mirage,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
mire,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,,
misalign,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
misaligned,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
misaligns,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
misapprehend,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
misbecome,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
misbecoming,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
misbegotten,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
misbehave,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,
misbehavior,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,-0.5,-1.0,
miscalculate,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
miscalculation,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
miscellaneous,0.0,1.0,-1.0,,,,,,,,,,,,,,
mischief,0.0,1.0,-1.0,,,,,,,,,,,,-0.75,-1.0,
mischievous,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,
mischievously,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
misconception,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.75,,
misconceptions,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
miscreant,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
miscreants,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
misdirection,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
miser,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,-1.0,
miserable,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,2.54
miserableness,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
miserably,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5,,
miseries,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
miserly,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
misery,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,-1.0,2.68
misfit,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
misfortune,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,-1.0,
misgiving,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
misgivings,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
misguidance,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
misguide,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
misguided,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.75,,
mishandle,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,-1.0,
mishap,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-0.5,-1.0,
misinform,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,-1.0,
misinformed,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,
misinterpret,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
misjudge,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
misjudgment,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
mislead,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-0.5,-1.0,
misleading,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,
misleadingly,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
mislike,0.0,1.0,-1.0,,,,,,,,,,,,,,
mismanage,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
mispronounce,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
mispronounced,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
mispronounces,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
misread,0.0,1.0,-1.0,,,,,,,,,,,,-0.75,,
misreading,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
misrepresent,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,
misrepresentation,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,,
miss,0.0,1.0,-1.0,,,,,,,,,,,,,-1.0,3.64
missed,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,3.68
misses,0.0,1.0,-1.0,,,,,,,,,,,,,,3.9
misstatement,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,,
mist,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,5.82
mistake,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,-1.0,2.78
mistaken,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,3.6
mistakenly,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
mistakes,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,2.92
mistified,0.0,1.0,-1.0,,,,,,,,,,,,,,
mistress,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,,
mistrust,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,
mistrustful,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
mistrustfully,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
mists,0.0,1.0,-1.0,,,,,,,,,,,,,,
misunderstand,0.0,1.0,-1.0,,,,,,,,,,,,-0.75,-1.0,
misunderstanding,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,-1.0,
misunderstandings,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
misunderstood,0.0,1.0,-1.0,,,,,,,,,,,,-0.75,-1.0,3.46
misuse,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,
moan,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.75,-1.0,4.27
mobster,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
mock,0.0,1.0,-1.0,,,,,,,,,,,,-0.75,-1.0,
mocked,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
mockeries,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
mockery,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,
mocking,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,,
mockingly,0.0,1.0,-1.0,,,,,,,,,,,,-0.6,,
mocks,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
modern,1.0,0.0,1.0,,,,,,,,,,,,0.6,,6.48
modest,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,5.9
modesty,1.0,0.0,1.0,,,,,,,,,,,,0.5,1.0,
molest,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,-1.0,
molestation,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,,
momentous,1.0,0.0,1.0,,,,,,,,,,,,0.6,1.0,
monotonous,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,-1.0,
monotony,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,-1.0,
monster,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,3.46
monstrosities,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
monstrosity,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,-0.5,,
monstrous,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,
monstrously,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
monumental,1.0,0.0,1.0,,,,,,,,,,,,0.8,1.0,
monumentally,1.0,0.0,1.0,,,,,,,,,,,,0.8,,
moody,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,-1.0,
moot,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
mope,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
morality,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,5.78
morbid,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5,,
morbidly,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
mordant,0.0,1.0,-1.0,,,,,,,,,,,,-0.6,,
mordantly,0.0,1.0,-1.0,,,,,,,,,,,,-0.6,,
moribund,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5,,
moron,0.0,1.0,-1.0,,,,,,,,,,,,-0.75,,
moronic,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
morons,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
mortification,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,,
mortified,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
mortify,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,-1.0,
mortifying,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
motionless,0.0,1.0,-1.0,,,,,,,,,,,,-0.4,-1.0,
motivated,1.0,0.0,1.0,,,,,,,,,,,,0.5,1.0,
motley,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,-1.0,
mourn,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,2.72
mourner,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,-1.0,
mournful,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,,
mournfully,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
muddle,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,-1.0,
muddy,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,
mudslinger,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
mudslinging,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
mulish,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
multi-polarization,0.0,1.0,-1.0,,,,,,,,,,,,,,
multi-purpose,1.0,0.0,1.0,,,,,,,,,,,,,,
mundane,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,-1.0,
murder,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-0.75,-1.0,1.48
murderer,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,,
murderous,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,
murderously,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
murky,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,-1.0,
muscle-flexing,0.0,1.0,-1.0,,,,,,,,,,,,,,
mushy,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
musty,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,,
mysterious,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4,,5.54
mysteriously,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
mystery,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4,,5.64
mystify,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
myth,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,5.9
nag,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.75,-1.0,
nagging,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
naive,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,-1.0,4.37
naively,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
narrower,0.0,1.0,-1.0,,,,,,,,,,,,,,
nastily,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
nastiness,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
nasty,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,2.62
naughty,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,4.94
nauseate,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
nauseates,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
nauseating,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
nauseatingly,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
navigable,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,1.0,
naÔve,0.0,1.0,-1.0,,,,,,,,,,,,,,
neat,1.0,0.0,1.0,,,,,,,,,,,,0.8,1.0,6.72
neatest,1.0,0.0,1.0,,,,,,,,,,,,0.8,,
neatly,1.0,0.0,1.0,,,,,,,,,,,,0.5,,
nebulous,0.0,1.0,-1.0,,,,,,,,,,,,,-1.0,
nebulously,0.0,1.0,-1.0,,,,,,,,,,,,,,
needless,0.0,1.0,-1.0,,,,,,,,,,,,-0.6,,
needlessly,0.0,1.0,-1.0,,,,,,,,,,,,-0.6,,
needy,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,-1.0,
nefarious,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-0.5,,
nefariously,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
negate,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,-1.0,
negation,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.25,-1.0,
negative,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,-1.0,2.42
negatives,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
negativity,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
neglect,0.0,1.0,-1.0,,,,,,,,,,,,-0.75,-1.0,2.76
neglected,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.75,,2.84
negligence,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,
negligent,0.0,1.0,-1.0,,,,,,,,,,,,-0.75,-1.0,
nemesis,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
nepotism,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.5,,
nervous,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.75,-1.0,2.94
nervously,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,,
nervousness,0.0,1.0,-1.0,,,,,,,,,,,,-0.5,-1.0,
nettle,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,
nettlesome,0.0,1.0,-1.0,,,,,,,,,,,,-0.4,,
neurotic,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.5,-1.0,
neurotically,0.0,1.0,-1.0,,,,,,,,,,,,-0.8,,
nice,1.0,0.0,1.0,,,,,,,,,,,,0.5,1.0,7.38
nicely,1.0,0.0,1.0,,,,,,,,,,,,1.0,,
nicer,1.0,0.0,1.0,,,,,,,,,,,,1.0,,
nicest,1.0,0.0,1.0,,,,,,,,,,,,1.0,,
nifty,1.0,0.0,1.0,,,,,,,,,,,,0.5,,
niggle,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
niggles,0.0,1.0,-1.0,,,,,,,,,,,,-0.25,,
nightmare,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.75,-1.0,2.32
nightmarish,0.0,1.0,-1.0,,,,,,,,,,,,-1.0,,
